Page,Family,EnglishCommon,LatinSpecies,Length,Voice,Notes,,
80,"Diomedeidae, Procellariidae",Manx Shearwater,Puffinus puffinus,13.5,"Generally silent at sea. At nest site at night a cackling then crooning series ""cack cack cack carrr ho"". From ground a squalling sound rising to a crescendo of crowing when excited.",,,
81,"Diomedeidae, Procellariidae",Audubon's Shearwater,Puffinus Iherminieri,12.5,"Generally silent at sea. Sometimes gives a high, nasal whining.",,,
81,"Diomedeidae, Procellariidae",Barolo Shearwater,Puffinus baroli,10.5,Generally silent at sea.,,,
82,"Diomedeidae, Procellariidae",Streaked Shearwater,Calonctris leucomelas,19,Generally silent at sea.,,,
82,"Diomedeidae, Procellariidae",Wedge-tailed Shearwater,Puffinus pacificus,18,Generally silent at sea.,,,
84,"Diomedeidae, Procellariidae",Wilson's Storm-Petrel,Oceanites oceanicus,7,Generally silent at sea. At close range a peeping or chattering sound may occasionally be heard from feeding groups.,,,
84,"Diomedeidae, Procellariidae",Band-rumped Storm-Petrel,Oceanodroma castro,8,"Generally silent at sea. At nest site a squeak like a finger across a wet pane of glass, followed by low purring.",,like a finger across a wet pane of glass,
85,"Diomedeidae, Procellariidae",Leach's Storm-Petrel,Oceanodroma leucorhoa,8,"Generally silent at sea. At nest site a musical purring three to four seconds long, rising slightly in pitch and interspersed with inhaled ""whee"". In flight over colony a chuckling chatter ""pwa putaDEEPto-ditado"". Winter breeding population of Guadalupe Island (not proven to occur in North America) has slightly different vocalizations.",,,
86,"Diomedeidae, Procellariidae",Black Storm-Petrel,Oceanodroma melania,8.7,"Generally silent at sea. At nest site a purring or rattling 10 to 12 seconds long. In flight over colony a loud, screechy chattering ""pukaree puck-puckaroo"".",,,
86,"Diomedeidae, Procellariidae",Ashy Storm-Petrel,Oceanodroma homochroa,7.5,Generally silent at sea. At nest site a purring like Leach's rising and falling with inhaled gasp. In flight over colony a harsh squeaky chuckling.,,,
87,"Diomedeidae, Procellariidae",Least Storm-Petrel,Oceanodroma microsoma,5.75,"Generally silent at sea. At net site a soft, rapid purring call, three to four seconds long with occasional inhaled notes. In flight over colony a harsh, accelerating chatter like Black but weaker.",,,
87,"Diomedeidae, Procellariidae",Fork-tailed Storm-Petrel,Oceanodroma furcata,8.75,"Generally silent at sea. At nest site a soft twittering or high, complaining, rasping notes ""skveeeee skwe skwe"".",,,
88,"Diomedeidae, Procellariidae",Swinhoe's Storm-Petrel,Oceanodroma monorhis,7.5,Generally silent at sea.,,,
88,"Diomedeidae, Procellariidae",European Storm-Petrel,Hydrobates pelagicus,6.3,Generally silent at sea.,,,
88,"Diomedeidae, Procellariidae",Wedge-rumped Storm-Petrel,Oceanodroma tethys,6,Generally silent at sea.,,,
89,"Diomedeidae, Procellariidae",White-faced Storm-Petrel,Pelagodroma marina,7.75,Generally silent at sea.,,,
89,"Diomedeidae, Procellariidae",Black-bellied Storm-Petrel,Fregetta tropica,8,Generally silent at sea.,,,
90,"Pelecanidae, Sulidae, Regatidae",American White Pelican,Pelecanus erythrorhynchos,62,"Generally silent away from breeding grounds. At nest utters quiet, low grunting or croaking sounds. Young give whining grunt or weak, sneezy bark.",,,
91,"Pelecanidae, Sulidae, Regatidae",Brown Pelican,Pelecanus occidentalis,51,Generally silent after fledging. Young in nest give groaning or screeching calls.,,,
92,"Pelecanidae, Sulidae, Regatidae",Brown Booby,Sula leucogaster,30,"Generally silent away from breeding colony. Immatures and adult female give strident honking and grunting; male gives quieter, high, whistled ""schwee""; in aggression a nasal croaking ""gaan gaan"".",,,
93,"Pelecanidae, Sulidae, Regatidae",Masked Booby,Sula dactylatra,32,Generally silent away from breeding colony. Immatures and adult female give loud honking or braying; adult male gives piping or wheezy whistle.,,,
93,"Pelecanidae, Sulidae, Regatidae",Blue-footed Booby,Sula nebouxii,32,"Generally silent away from breeding colony. Juvenile and adult female give resonant trumpeting or honking; adult male gives weak, plaintive whistles; both calls slightly deeper than Brown Booby.",,,
94,"Pelecanidae, Sulidae, Regatidae",Red-footed Booby,Sula sula,28,Generally silent away from breeding colony. Both sexes give guttural screeching or rattling squawks.,,,
95,"Pelecanidae, Sulidae, Regatidae",Northern Gannet,Morus bassanus,37,"Generally silent away from breeding grounds. Groups at sea give grating, descending, growling ""urrrrah"". In colony gives loud, harsh, gurgling call.",,,
96,"Pelecanidae, Sulidae, Regatidae",Magnificent Frigatebird,Fregata magnificens,40,"Generally silent away from colony. Displaying male gives rapid bill-clattering and resonant, knocking sounds; female and young give high, wheezy sounds. Short, wheezy or grating calls in interactions: ""wik wik ikikik"", etc.",,,
97,"Pelecanidae, Sulidae, Regatidae",Great Frigatebird,Fregata minor,37,Generally silent away from nesting colony.,,,
97,"Pelecanidae, Sulidae, Regatidae",Lesser Frigatebird,Fregata ariel,30,Generally silent away from nesting colony.,,,
98,"Phalacrocoracidae, Anhngidae",Anhinga,Anhinga anhinga,35,"Quite vocal when perched. A descending series of mechanical croaks, almost clicking: ""krr kr krr kr kr krrr krr""; also low, nasal, frog-like grunts.",,,
98,"Phalacrocoracidae, Anhngidae",Brandt's Cormorant,Phalacrocorax penicillatus,34,Usually silent away from nest site. Hoarse guttural croak or growl given in aggression.,,,
99,"Phalacrocoracidae, Anhngidae",Pelagic Cormorant,Phalacrocorax pelagicus,28,"Usually silent away from nest site. Varied low grunts, painful groaning, also hissing.",,,
99,"Phalacrocoracidae, Anhngidae",Red-faced Cormorant,Phalacrocorax urile,29,"Usually silent away from nest site. Low, droning, guttural croak.",,,
100,"Phalacrocoracidae, Anhngidae",Great Cormorant,Phalacrocorax carbo,36,"Usually silent away from nest site. Guttural, grunting notes; loud, raucous ""tock gock gock""; subdued, hoarse ""fhi fhi fhi"".",,,
100,"Phalacrocoracidae, Anhngidae",Neotropic Cormorant,Phalacrocorax brasilianus,25,"Usually silent away from nest site. Low, short, frog-like grunts and baritone croaking.",,,
101,"Phalacrocoracidae, Anhngidae",Double-crested Cormorant,Phalacrocorax auritus,33,"Usually silent away from nest site. Hoarse, bullfrog-like grunting; clear-spoken ""yaaa yaa ya"".",,,
102,Phaethontidae,Red-tailed Tropicbird,Phaethon rubricauda,18,Generally silent at sea.,,,
103,Phaethontidae,Red-billed Tropicbird,Phaethon aethereus,18,"Generally silent at sea. Sometimes gives shrill grating or rattling notes. In display, shrill, harsh screams, recalling Common Tern in quality.",,,
103,Phaethontidae,White-tailed Tropicbird,Phaethon lepturus,15,"Generally silent at sea. Voice harsh, squeaky, and ternlike.",,,
106,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Wood Stork,Mycteria americana,40,"Usually silent after 1st year except for hissing and bill-clattering in nest displays. Young bird occasionally gives nasal, barking ""nyah nyah nyah"".",,,
106,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Jabiru,Jabiru mycteria,55,Generally silent.,,,
107,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",American Bittern,Botaurus lentiginosus,28,"Song a deep, gulping, pounding ""BLOONK-Adoonk"" repeated. When flushed a rapid, throaty ""kok kok kok"". In flight a loud, hoarse, nasal ""squark"" intermediate between night-herons and Mallard.",,,
107,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Least Bittern,Ixobrychus exilis,13,"Song a low, cooing ""poo-poo-poo"" descending, like Black-billed Cuckoo but lower-pitched with wooden, not whistled, quality. Common call (year-round) loud, harsh, quacking, rail-like ""rick-rick-rick-rick"". In flight short, flat ""kuk"" or ""gik"".",,,
108,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Great Blue Heron,Ardea herodias,54,"Flight call a very deep, hoarse, trumpeting ""fraaahnk"" or ""braak""; often heard at night. In aggression a slow series ""fraank fraank fraank taaaaw taaaaw""; last notes lower, croaking. Voice of all forms similar.",,,
109,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Great Egret,Ardea alba,39,"Very deep, low, gravelly ""kroow"", grating unmusical ""karrrr"", and other low croaks; fading at end; lower and coarser than Great Blue Heron without trumpeting quality.",,,
109,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Snowy Egret,Egretta thula,24,"Hoarse, rasping ""raarr"" or nasal ""hraaa"" very similar to Little Blue Heron; higher and more nasal than Great Egret. In flight occasionally a hoarse cough ""charf"".",,,
110,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Little Egret,Egretta garzetta,24,Presumably similar to Snow Egret.,,,
110,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Western Reef-Heron,Egretta gularis,25,Presumably similar to Snow Egret.,,,
111,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Little Blue Heron,Egretta caerulea,24,"Various hoarse squawks, fairly high ""raaaaa raaa""; sometimes with trumpeting or squealing quality.",,,
111,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Tricolored Heron,Egretta tricolor,26,"Soft, nasal moaning; usually lacking scratchy or raspy quality of most other herons and egrets. Similar to ibises.",,,
112,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Reddish Egret,Egretta rufescens,30,"Calls relatively infrequent, soft groan and short grunt, not rasping; similar to Tricolored Heron but lower-pitched.",,,
113,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Gray Heron,Ardea cinerea,37,Similar to Great Blue Heron but averages higher-pitched.,,,
114,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Cattle Egret,Bubulcus ibis,20,"Shot croaks or quacks on breeding grounds; generally silent elsewhere. Most common year-round call a subdued, nasal quack ""brek"" or ""rick rak""; occasionally a short, soft moan.",,,
114,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Green Heron,Butorides virescens,18,"Common call in flight an explosive, sharp, swallowed ""SKEEW"" or ""skeow"". When nervous an irregular series of low, knocking notes ""kuk kuk kuk kuk….""",,,
115,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Black-crowned Night-Heron,Nycticorax nycticorax,25,"Common call in flight a flat, barking ""quok"" or ""quark"". Other calls of similar quality given in nesting colony.",,,
115,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Yellow-crowned Night-Heron,Nyctanassa violacea,24,"Common call in flight a high, squawking bark ""kowk"" or ""kaow"" similar to Black-crowned but higher, more crow-like; approaching Green Heron but deeper and less sharp.",,,
116,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",White Ibis,Eudocimus albus,24,"In flight a harsh, nasal ""urnk urnk urnk"" lower than other ibises.",,,
117,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",White-faced Ibis,Plegadis chihi,23,"Apparently identical to Glossy Ibis; when flushed a nasal, moaning ""urnn urnn urnn"" or a rapid series of nasal quacks ""waa waa waa waa…."". Birds in feeding flock give soft, nasal, often doubled grunt ""wehp-ehp"".",,,
117,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Glossy Ibis,Plegadis falcinellus,23,Like White-faced Ibis; higher and softer than White Ibis.,,,
118,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Roseate Spoonbill,Platalea ajaja,32,"Low, ibis-like grunting ""huh-huh-huh-huh"" without change in pitch or volume. Also a fairly rapid, dry, rasping ""rrek-ek-ek-ek-ek-ek"", much lower, rougher, faster than ibises.",,,
118,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",Sacred Ibis,Threskiornis aethiopicus,29,Silent except for occasional grunting or croaking sounds.,,,
119,"Ardeidae, Threskiornithidae, Ciconiidae, Phoenicopteridae",American Flamingo,Phoenicopterus ruber,46,"In flight honk like barnyard geese but deeper. Flock gives low, conversational gabble while feeding. Courting pair gives ""eep eep cak cak eep eep cak cak…""; higher ""eep"" notes by female lower ""cak""  notes by male.",,,
122,"Accipitridae, Cathartidae, Pandionidae",California Condor,Gymnogyps californianus,46,Usually silent; limited to hissing and grunting. Wing flaps produce loud swishing noise.,,,
123,"Accipitridae, Cathartidae, Pandionidae",Turkey Vulture,Cathartes aura,26,"Usually silent; limited to soft hissing, clucking, and whining.",,,
123,"Accipitridae, Cathartidae, Pandionidae",Black Vulture,Coragyps atratus,25,Usually silent; limited to soft hissing and barking.,,,
124,"Accipitridae, Cathartidae, Pandionidae",Northern Harrier,Circus cyaneus,18,"Two call types. Piercing, insistent whistle ""eeeya"" or high, very thin ""sseeeew"" given mainly by female and young. Dry clucking or barking series ""chef chef chef…"" to rapid staccato ""kekekekeke…"" given mainly by male.",,,
125,"Accipitridae, Cathartidae, Pandionidae",Osprey,Pandion haliaetus,23,"Quite vocal; all calls short, shrill whistles ""tewp, tewp, tewp, teelee, teelee, tewp""; commonly single loud, shrill, slightly slurred whistle ""teeeeaa"". Juvenile similar to adult.",,,
125,"Accipitridae, Cathartidae, Pandionidae",Hook-billed Kite,Chondrohierax uncinatus,18,"A clucking or rattling chatter ""kekekekeke-kekekekeke""; highest in middle, quality like Northern Flicker but more rapid; also a soft, conversational ""huey"". Juvenile call similar to adult.",,,
126,"Accipitridae, Cathartidae, Pandionidae",White-tailed Kite,Elanus leucurus,15,"Varied: mellow whistle/yelp ""eerk, eerk…""; high, thin, rising whistle followed by low, dry, harsh notes ""sweeekrrkrr"". In aggression a low, grating ""karrrrr"". Juvenile gives an Osprey-like whistle ""teewp"".",,,
126,"Accipitridae, Cathartidae, Pandionidae",Snail Kite,Rostrhamus sociabilis,17,"Usually silent. Gives a harsh, cackling ""ka-ka-ka-ka-ka…"" or grating ""krrkrr…""; harsh ""ker-wuck""repeated. Juvenile gives a harsh, coarse scream.",,,
127,"Accipitridae, Cathartidae, Pandionidae",Mississippi Kite,Ictinia mississippiensis,14,"A high, thin whistle ""pe-teew"" or ""pee-teeeer"", similar to Broad-winged Hawk but descending; sometimes a more excited ""pee-tititi"". Juvenile call similar to adult.",,,
127,"Accipitridae, Cathartidae, Pandionidae",Swallow-tailed Kite,Elanoides forficatus,22,"Short, weak, high whistles ""hu-kli-kli-kli""; high, clear, rising ""eeep"" or ""eeeip"" repeated. Juvenile call similar to adult.",,,
